観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),現在値(mm),現在値の品質情報,今日の最大値(mm),今日の最大値の品質情報,今日の最大値起時（時）(まで),今日の最大値起時（分）(まで),今日の最大値起時(まで)の品質情報,極値更新,10年未満での極値更新,昨日までの観測史上1位の値(mm),昨日までの観測史上1位の値の品質情報,昨日までの観測史上1位の値の年,昨日までの観測史上1位の値の月,昨日までの観測史上1位の値の日,昨日までの6月の1位の値(mm),昨日までの6月の1位の値の品質情報,昨日までの6月の1位の値の年,昨日までの6月の1位の値の月,昨日までの6月の1位の値の日,統計開始年
43162,埼玉県,ときがわ（トキガワ）,,2019,06,30,05,50,0.0,8,2.0,4,02,42,4,,,54,8,2002,07,10,48.0,8,2012,06,19,2000
43171,埼玉県,鳩山（ハトヤマ）,,2019,06,30,05,50,0.0,8,2.0,4,05,14,4,,,74.5,8,2013,07,17,42.5,8,2014,06,09,1977
43231,埼玉県,飯能（ハンノウ）,,2019,06,30,05,50,0.0,8,2.5,4,00,21,4,,,70,8,1988,08,31,49.5,8,2010,06,29,1976
43241,埼玉県,さいたま（サイタマ）,,2019,06,30,05,50,0.5,8,2.0,4,03,21,4,,,59.5,8,2011,08,19,59,8,1993,06,21,1976
43256,埼玉県,越谷（コシガヤ）,,2019,06,30,05,50,1.0,8,2.5,4,03,03,4,,,68,8,1999,07,21,45.5,8,2015,06,23,1976
43266,埼玉県,所沢（トコロザワ）,,2019,06,30,05,50,0.0,8,2.5,4,05,23,4,,,76.5,8,2016,08,22,64.0,8,2010,06,29,1976
44046,東京都,小河内（オゴウチ）,,2019,06,30,05,50,0.0,8,1.0,4,05,08,4,,,71,8,1991,08,20,36.5,8,2012,06,19,1976
44051,東京都,小沢（オザワ）,,2019,06,30,05,50,0.0,8,2.5,4,04,45,4,,,70,8,1991,08,01,35.5,8,2012,06,19,1977
44056,東京都,青梅（オウメ）,,2019,06,30,05,50,0.0,8,1.5,4,05,28,4,,,107.5,8,2016,08,22,57,8,1992,06,20,1976
44071,東京都,練馬（ネリマ）,,2019,06,30,05,50,0.0,8,1.5,4,03,56,4,,,74.5,8,2018,08,27,45.0,8,2014,06,29,2012
44112,東京都,八王子（ハチオウジ）,,2019,06,30,05,50,0.5,8,1.0,4,05,31,4,,,63.0,8,2008,08,29,36,8,1992,06,20,1976
44116,東京都,府中（フチュウ）,,2019,06,30,05,50,0.0,8,1.0,4,03,52,4,,,58.5,8,2008,08,29,40,8,2003,06,25,1976
44126,東京都,世田谷（セタガヤ）,,2019,06,30,05,50,0.0,8,1.5,4,02,44,4,,,68,8,1985,07,14,34.5,8,2014,06,10,1976
44132,東京都,東京（トウキョウ）,47662,2019,06,30,05,50,0.0,8,2.0,4,03,45,4,,,88.7,8,1939,07,31,53.0,8,1940,06,20,1886
44136,東京都,江戸川臨海（エドガワリンカイ）,,2019,06,30,05,50,1.0,8,2.0,4,02,29,4,,,85,8,2000,07,04,55.5,4,2009,06,16,1976
44166,東京都,羽田（ハネダ）,,2019,06,30,05,50,2.0,8,2.0,4,05,50,4,,,82.0,8,2011,08,26,47.0,8,2012,06,22,1976
44172,東京都,大島（オオシマ）,47675,2019,06,30,05,50,0.5,8,0.5,4,05,50,4,,,122.5,8,2013,10,16,63.0,8,1989,06,16,1938
44173,東京都,大島北ノ山（オオシマキタノヤマ）,,2019,06,30,05,50,0.0,8,1.0,4,03,04,4,,,73.0,8,2017,10,29,53.0,8,2008,06,21,2003
44191,東京都,利島（トシマ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,74.0,8,2015,07,03,37.5,8,2016,06,23,2014
44207,東京都,新島（ニイジマ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,68.5,8,2009,11,01,43.0,8,2013,06,26,2003
44216,東京都,神津島（コウヅシマ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,71.0,8,2018,09,25,46.5,8,2008,06,22,2003
44226,東京都,三宅島（ミヤケジマ）,47677,2019,06,30,05,50,0.0,8,4.5,4,00,27,4,,,109.7,8,1957,09,16,59.2,8,1954,06,25,1942
44228,東京都,三宅坪田（ミヤケツボタ）,,2019,06,30,05,50,0.0,8,3.5,4,00,22,4,,,101,8,2007,10,27,59,8,2005,06,18,2000
44262,東京都,八重見ヶ原（ヤエミガハラ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,89,8,2003,09,22,42,8,2006,06,24,2003
44263,東京都,八丈島（ハチジョウジマ）,47678,2019,06,30,05,50,0.0,8,0.0,4,,,,,,129.5,8,1999,09,04,76.0,8,1991,06,01,1937
44281,東京都,青ヶ島（アオガシマ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,63.5,8,2016,06,22,63.5,8,2016,06,22,2014
44301,東京都,父島（チチジマ）,47971,2019,06,30,05,50,0.0,8,0.0,4,,,,,,79.0,8,2015,09,19,45.0,8,1977,06,21,1970
44316,東京都,母島（ハハジマ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,99,8,2007,11,08,40.0,8,2018,06,11,2007
45061,千葉県,我孫子（アビコ）,,2019,06,30,05,50,0.5,8,2.5,4,03,57,4,,,53.5,8,2016,07,20,24.5,8,2013,06,10,2010
45081,千葉県,香取（カトリ）,,2019,06,30,05,50,0.0,8,1.0,4,04,39,4,,,153,8,1999,10,27,26.0,8,2014,06,24,1999
45086,千葉県,東庄（トウノショウ）,,2019,06,30,05,50,0.0,8,4.0,4,03,18,4,,,71.5,8,2014,08,10,32.0,8,2012,06,22,1976
45106,千葉県,船橋（フナバシ）,,2019,06,30,05,50,0.0,8,1.5,4,04,02,4,,,58.5,8,2013,10,16,39.5,8,2013,06,25,1999
45116,千葉県,佐倉（サクラ）,,2019,06,30,05,50,0.5,8,1.5,4,03,08,4,,,68.5,8,2015,06,23,68.5,8,2015,06,23,1976
45121,千葉県,成田（ナリタ）,,2019,06,30,05,50,0.0,8,1.5,4,03,19,4,,,72.0,8,2008,08,05,33,8,2004,06,06,1976
45147,千葉県,銚子（チョウシ）,47648,2019,06,30,05,50,1.0,8,3.5,4,03,42,4,,,140.0,8,1947,08,28,53.0,8,1912,06,08,1912
45181,千葉県,横芝光（ヨコシバヒカリ）,,2019,06,30,05,50,0.5,8,2.5,4,03,09,4,,,75,8,1999,10,27,36,8,1995,06,04,1976
45212,千葉県,千葉（チバ）,47682,2019,06,30,05,50,2.5,8,2.5,4,05,50,4,,,71.0,8,1975,10,05,40.5,8,2004,06,06,1966
45261,千葉県,茂原（モバラ）,,2019,06,30,05,50,1.0,8,4.0,4,03,54,4,,,61.5,8,2012,08,06,50,8,1995,06,04,1976
45282,千葉県,木更津（キサラヅ）,,2019,06,30,05,50,1.5,8,2.0,4,05,30,4,,,56.5,8,2016,07,14,30.5,8,2011,06,13,2006
45291,千葉県,牛久（ウシク）,,2019,06,30,05,50,1.0,8,1.0,4,05,50,4,,,85.5,8,2011,08,26,35.0,8,2010,06,23,1978
45326,千葉県,坂畑（サカハタ）,,2019,06,30,05,50,0.5,8,1.5,4,03,50,4,,,74,8,2006,04,12,36,8,1995,06,04,1978
45331,千葉県,大多喜（オオタキ）,,2019,06,30,05,50,1.0,8,1.5,4,05,36,4,,,91.0,8,2017,09,28,49,8,1992,06,21,1976
45346,千葉県,鋸南（キョナン）,,2019,06,30,05,50,0.0,8,2.0,4,03,16,4,,,71,8,1989,08,01,34,8,1978,06,23,1976
45361,千葉県,鴨川（カモガワ）,,2019,06,30,05,50,0.5,8,4.5,4,04,09,4,,,78,8,2002,12,04,39.0,8,2016,06,23,1976
45371,千葉県,勝浦（カツウラ）,47674,2019,06,30,05,50,0.5,8,6.5,4,04,22,4,,,122.0,8,1971,09,08,99.0,8,1967,06,28,1940
45401,千葉県,館山（タテヤマ）,47672,2019,06,30,05,50,0.0,8,3.0,4,03,38,4,,,74.5,8,1972,09,15,48.0,8,1993,06,19,1968
46001,神奈川県,相模湖（サガミコ）,,2019,06,30,05,50,0.0,8,1.5,4,03,23,4,,,63.0,8,2016,08,22,53.5,8,2012,06,19,1976
46046,神奈川県,相模原中央（サガミハラチュウオウ）,,2019,06,30,05,50,0.5,8,0.5,4,05,50,4,,,94.5,8,2011,08,26,40.5,8,2011,06,30,1976
46061,神奈川県,日吉（ヒヨシ）,,2019,06,30,05,50,3.5,8,3.5,4,05,50,4,,,67,8,1989,08,01,40,8,2001,06,07,1976
46076,神奈川県,丹沢湖（タンザワコ）,,2019,06,30,05,50,0.5,8,2.5,4,05,18,4,,,104.5,8,2012,07,14,81.0,8,2012,06,19,1976
46091,神奈川県,海老名（エビナ）,,2019,06,30,05,50,15.5,8,15.5,4,05,50,4,,,102.0,8,2013,04,06,36,8,1997,06,20,1976
46106,神奈川県,横浜（ヨコハマ）,47670,2019,06,30,05,50,8.0,8,8.0,4,05,50,4,,,92.0,8,1998,07,30,58.2,8,1961,06,28,1937
46136,神奈川県,平塚（ヒラツカ）,,2019,06,30,05,50,17.0,8,19.5,4,05,46,4,,,72.0,8,2014,10,06,49,8,1984,06,03,1976
46141,神奈川県,辻堂（ツジドウ）,,2019,06,30,05,50,6.5,8,7.0,4,05,37,4,,,75,8,2003,05,31,34.5,8,2011,06,11,1992
46161,神奈川県,箱根（ハコネ）,,2019,06,30,05,50,16.5,8,32.0,4,05,27,4,,,96,8,2004,08,17,62.5,8,2012,06,19,1976
46166,神奈川県,小田原（オダワラ）,,2019,06,30,05,50,10.5,8,21.0,4,05,26,4,,,77.5,8,2010,09,08,44,8,2002,06,15,1976
46211,神奈川県,三浦（ミウラ）,,2019,06,30,05,50,0.0,8,2.0,4,00,50,4,,,87.0,8,2017,09,28,41.5,8,2010,06,23,1976
48031,長野県,野沢温泉（ノザワオンセン）,,2019,06,30,05,50,2.5,8,3.5,4,04,55,4,,,54.5,8,2014,08,02,42.5,8,2013,06,06,1976
48061,長野県,信濃町（シナノマチ）,,2019,06,30,05,50,2.0,8,3.0,4,01,49,4,,,49,8,1999,07,16,20.0,8,2011,06,25,1976
48066,長野県,飯山（イイヤマ）,,2019,06,30,05,50,1.0,8,2.0,4,05,19,4,,,61.5,8,2012,08,17,28,8,1988,06,16,1976
48097,長野県,小谷（オタリ）,,2019,06,30,05,50,5.5,8,6.0,4,05,15,4,,,48,8,1995,07,11,26.5,8,2010,06,27,1983
48141,長野県,白馬（ハクバ）,,2019,06,30,05,50,7.5,8,7.5,4,05,50,4,,,55,8,1999,09,04,26.0,8,2014,06,10,1976
48146,長野県,鬼無里（キナサ）,,2019,06,30,05,50,4.5,8,6.0,4,04,40,4,,,81.5,8,2017,08,11,46,8,1988,06,27,1977
48156,長野県,長野（ナガノ）,47610,2019,06,30,05,50,4.0,8,4.0,4,05,50,4,,,63.0,8,1933,08,13,55.0,8,1970,06,05,1903
48172,長野県,笠岳（カサダケ）,,2019,06,30,05,50,2.0,8,3.0,4,02,43,4,,,68.5,8,2016,08,18,39.5,8,2008,06,23,1979
48191,長野県,大町（オオマチ）,,2019,06,30,05,50,5.5,8,6.5,4,05,45,4,,,54.0,8,2016,08,01,26,8,2004,06,21,1976
48196,長野県,信州新町（シンシュウシンマチ）,,2019,06,30,05,50,4.5,8,4.5,4,05,50,4,,,57,8,2002,08,04,39,8,1977,06,06,1976
48216,長野県,菅平（スガダイラ）,,2019,06,30,05,50,2.5,8,3.0,4,02,21,4,,,85,8,1989,07,17,37,8,1990,06,24,1976
48247,長野県,聖高原（ヒジリコウゲン）,,2019,06,30,05,50,4.0,8,4.0,4,05,50,4,,,63.5,8,2017,07,11,46,8,2007,06,09,1979
48256,長野県,上田（ウエダ）,,2019,06,30,05,50,4.0,8,4.5,4,05,45,4,,,57.0,8,2010,08,02,40.0,8,2015,06,20,1976
48296,長野県,穂高（ホタカ）,,2019,06,30,05,50,3.5,8,3.5,4,05,50,4,,,43.5,8,2011,07,31,23,8,1994,06,16,1976
48321,長野県,東御（トウミ）,,2019,06,30,05,50,6.5,8,6.5,4,05,50,4,,,70,8,2003,09,11,33.0,8,2017,06,28,1976
48331,長野県,軽井沢（カルイザワ）,47622,2019,06,30,05,50,6.5,8,6.5,4,05,50,4,,,69.4,8,1960,08,02,45.0,8,1973,06,21,1931
48346,長野県,上高地（カミコウチ）,,2019,06,30,05,50,8.5,8,9.0,4,05,49,4,,,56,8,1979,08,22,31.5,8,2009,06,22,1976
48361,長野県,松本（マツモト）,47618,2019,06,30,05,50,4.0,8,6.0,4,05,06,4,,,59.0,8,1981,07,18,40.0,8,1953,06,30,1936
48363,長野県,松本今井（マツモトイマイ）,,2019,06,30,05,50,7.0,8,7.0,4,05,50,4,,,56.5,8,2017,08,06,19.5,8,2009,06,23,2003
48371,長野県,鹿教湯（カケユ）,,2019,06,30,05,50,4.5,8,7.0,4,05,18,4,,,47.0,8,2009,08,08,38,8,2005,06,19,1976
48381,長野県,立科（タテシナ）,,2019,06,30,05,50,7.5,8,7.5,4,05,50,4,,,62.0,8,2010,08,25,54,8,1999,06,13,1978
48386,長野県,佐久（サク）,,2019,06,30,05,50,4.0,8,4.0,4,05,50,4,,,57,8,1978,07,07,32,8,1982,06,19,1976
48436,長野県,白樺湖（シラカバコ）,,2019,06,30,05,50,5.0,8,7.0,4,03,00,4,,,73.5,8,2018,08,10,55.5,8,2010,06,30,2004
48466,長野県,奈川（ナガワ）,,2019,06,30,05,50,12.0,8,14.5,4,05,42,4,,,44,8,1981,07,16,35,8,1994,06,29,1978
48491,長野県,諏訪（スワ）,47620,2019,06,30,05,50,3.5,8,4.0,4,04,59,4,,,74.5,8,2013,08,15,42.7,8,1961,06,08,1947
48516,長野県,北相木（キタアイキ）,,2019,06,30,05,50,1.0,8,1.5,4,02,30,4,,,37.5,8,2010,08,24,19.5,8,2009,06,23,2004
48531,長野県,開田高原（カイダコウゲン）,,2019,06,30,05,50,11.0,8,11.0,4,05,50,4,,,46.5,8,2018,06,28,46.5,8,2018,06,28,1978
48541,長野県,木曽平沢（キソヒラサワ）,,2019,06,30,05,50,6.0,8,9.0,4,04,51,4,,,69,8,1979,07,26,43,8,1980,06,30,1976
48546,長野県,辰野（タツノ）,,2019,06,30,05,50,6.0,8,6.5,4,05,49,4,,,70.5,8,2012,08,06,36,8,1997,06,17,1978
48556,長野県,高遠（タカトオ）,,2019,06,30,05,50,2.0,8,5.0,4,03,37,4,,,41,8,2005,09,03,25.5,8,2015,06,20,2004
48561,長野県,原村（ハラムラ）,,2019,06,30,05,50,1.5,8,5.0,4,03,42,4,,,51.0,8,2012,07,20,31,8,1978,06,22,1976
48571,長野県,野辺山（ノベヤマ）,,2019,06,30,05,50,1.5,8,6.0,4,03,48,4,,,76,8,1987,08,19,39.5,8,2013,06,23,1976
48601,長野県,御嶽山（オンタケサン）,,2019,06,30,05,50,18.5,8,19.0,4,05,47,4,,,54.5,8,2018,08,16,44,8,1999,06,27,1976
48606,長野県,木曽福島（キソフクシマ）,,2019,06,30,05,50,5.0,8,9.5,4,03,07,4,,,56,8,1978,07,21,38,8,1999,06,27,1976
48621,長野県,伊那（イナ）,,2019,06,30,05,50,6.0,8,8.5,4,03,28,4,,,54,8,2000,08,17,39,8,2003,06,25,1993
48681,長野県,宮田高原（ミヤタコウゲン）,,2019,06,30,05,50,7.5,8,15.0,4,03,10,4,,,58,8,1988,06,26,58,8,1988,06,26,1976
48691,長野県,杉島（スギシマ）,,2019,06,30,05,50,1.0,8,9.5,4,03,36,4,,,52,8,1993,09,02,33,8,2006,06,06,1983
48716,長野県,須原（スハラ）,,2019,06,30,05,50,7.0,8,12.0,4,03,15,4,,,56.0,8,2014,06,08,56.0,8,2014,06,08,1976
48717,長野県,南木曽（ナギソ）,,2019,06,30,05,50,5.0,8,15.5,4,03,07,4,,,89,8,2004,09,04,47,8,1999,06,30,1976
48731,長野県,飯島（イイジマ）,,2019,06,30,05,50,4.5,8,11.5,4,03,23,4,,,51,8,1998,09,21,38,8,1999,06,30,1976
48737,長野県,大鹿（オオシカ）,,2019,06,30,05,50,2.0,8,11.5,4,03,26,4,,,46,8,1988,09,25,25,8,2005,06,29,1983
48767,長野県,飯田（イイダ）,47637,2019,06,30,05,50,3.5,8,10.0,4,03,14,4,,,79.7,8,1960,08,05,42.3,8,1957,06,13,1929
48826,長野県,浪合（ナミアイ）,,2019,06,30,05,50,4.5,8,13.0,4,03,32,4,,,73.5,8,2013,09,16,37,8,1999,06,30,1978
48836,長野県,阿南（アナン）,,2019,06,30,05,50,2.0,8,12.5,4,03,55,4,,,57,8,1991,09,19,43.0,8,2012,06,19,1978
48841,長野県,南信濃（ミナミシナノ）,,2019,06,30,05,50,1.5,8,7.5,4,03,43,4,,,81,8,2007,07,30,32.0,8,2012,06,19,1978
49036,山梨県,大泉（オオイズミ）,,2019,06,30,05,50,1.5,8,5.0,4,03,56,4,,,45,8,1981,07,16,32.5,8,2015,06,20,1976
49052,山梨県,乙女湖（オトメコ）,,2019,06,30,05,50,0.5,8,4.0,4,04,18,4,,,53.0,8,2011,08,09,32.0,8,2009,06,15,2008
49086,山梨県,韮崎（ニラサキ）,,2019,06,30,05,50,2.0,8,4.5,4,04,21,4,,,60,8,1983,08,16,33.5,8,2012,06,19,1976
49142,山梨県,甲府（コウフ）,47638,2019,06,30,05,50,0.5,8,4.0,4,04,33,4,,,78.0,8,2004,08,07,50.0,8,1975,06,10,1937
49151,山梨県,勝沼（カツヌマ）,,2019,06,30,05,50,0.0,8,2.5,4,04,46,4,,,50,8,2007,07,30,25.5,8,2010,06,30,1976
49161,山梨県,大月（オオツキ）,,2019,06,30,05,50,0.0,8,2.0,4,05,05,4,,,99.0,8,2017,08,07,40.0,8,2012,06,19,1976
49172,山梨県,上野原（ウエノハラ）,,2019,06,30,05,50,0.0,8,1.5,4,03,16,4,,,59.0,8,2018,07,28,12.0,8,2017,06,21,2015
49187,山梨県,富士川（フジカワ）,,2019,06,30,05,50,1.0,8,5.0,4,04,37,4,,,45.5,8,2018,08,13,28.5,8,2015,06,23,2013
49196,山梨県,古関（フルセキ）,,2019,06,30,05,50,0.0,8,2.5,4,04,48,4,,,65,8,1998,08,27,31,8,2004,06,21,1976
49236,山梨県,切石（キリイシ）,,2019,06,30,05,50,0.5,8,3.5,4,04,28,4,,,69,8,1990,09,20,43.5,8,2012,06,19,1977
49251,山梨県,河口湖（カワグチコ）,47640,2019,06,30,05,50,0.0,8,2.0,4,02,50,4,,,82.8,8,1966,09,25,48.5,8,2012,06,19,1937
49256,山梨県,山中（ヤマナカ）,,2019,06,30,05,50,0.0,8,1.0,4,03,03,4,,,69.0,8,2011,09,01,62.0,8,2012,06,19,1976
49316,山梨県,南部（ナンブ）,,2019,06,30,05,50,0.5,8,2.5,4,04,49,4,,,78,8,1991,09,19,74.0,8,2012,06,19,1976
50056,静岡県,白糸（シライト）,,2019,06,30,05,50,0.0,8,2.5,4,04,52,4,,,69.5,8,2011,09,21,57,8,1997,06,20,1976
50106,静岡県,井川（イカワ）,,2019,06,30,05,50,4.0,8,5.0,4,04,29,4,,,99,8,1998,08,27,59.0,8,2012,06,19,1978
50111,静岡県,梅ケ島（ウメガシマ）,,2019,06,30,05,50,1.0,8,4.0,4,04,37,4,,,80,8,1991,09,19,54.5,8,2012,06,19,1976
50136,静岡県,御殿場（ゴテンバ）,,2019,06,30,05,50,2.5,8,6.0,4,05,30,4,,,81,8,1999,11,01,57.0,8,2012,06,19,1976
50196,静岡県,富士（フジ）,,2019,06,30,05,50,0.5,8,6.5,4,05,18,4,,,112.5,8,2008,07,04,51.5,8,2017,06,21,1976
50206,静岡県,三島（ミシマ）,47657,2019,06,30,05,50,0.0,8,3.5,4,04,46,4,,,81.5,8,1989,07,29,72.7,8,1964,06,27,1930
50226,静岡県,佐久間（サクマ）,,2019,06,30,05,50,3.0,8,3.5,4,05,46,4,,,74,8,1991,09,19,62.0,8,2012,06,19,1976
50232,静岡県,春野（ハルノ）,,2019,06,30,05,50,2.5,8,2.5,4,05,50,4,,,71.5,8,2018,07,06,41.0,8,2017,06,21,2016
50241,静岡県,川根本町（カワネホンチョウ）,,2019,06,30,05,50,5.5,8,5.5,4,05,50,4,,,83.5,8,2008,07,04,58.0,8,2012,06,19,1976
50247,静岡県,鍵穴（カギアナ）,,2019,06,30,05,50,1.5,8,5.0,4,04,40,4,,,87.0,8,2014,10,06,62.0,8,2012,06,19,1991
50261,静岡県,清水（シミズ）,,2019,06,30,05,50,0.5,8,8.0,4,04,46,4,,,102,8,2004,09,04,62.0,8,2017,06,21,1978
50281,静岡県,網代（アジロ）,47668,2019,06,30,05,50,2.5,8,7.0,4,03,52,4,,,67.0,8,1968,08,26,58.0,8,1945,06,07,1937
50296,静岡県,熊（クマ）,,2019,06,30,05,50,2.5,8,3.0,4,05,48,4,,,92,8,1978,09,30,62.5,8,2012,06,19,1976
50317,静岡県,高根山（タカネサン）,,2019,06,30,05,50,2.0,8,5.5,4,04,37,4,,,76.0,8,2014,10,06,62.0,8,2012,06,19,2009
50331,静岡県,静岡（シズオカ）,47656,2019,06,30,05,50,1.0,8,5.0,4,04,25,4,,,113.0,8,2003,07,04,94.7,8,1964,06,27,1940
50371,静岡県,三ヶ日（ミッカビ）,,2019,06,30,05,50,0.5,8,1.0,4,05,48,4,,,93,8,1998,08,27,56.5,8,2017,06,21,1976
50386,静岡県,天竜（テンリュウ）,,2019,06,30,05,50,1.5,8,3.5,4,03,35,4,,,75,8,2004,11,12,54,8,1980,06,09,1976
50391,静岡県,三倉（ミクラ）,,2019,06,30,05,50,3.0,8,6.0,4,03,58,4,,,91,8,1988,09,11,56.5,8,2017,06,21,1982
50416,静岡県,土肥（トイ）,,2019,06,30,05,50,0.0,8,3.0,4,03,05,4,,,129,8,2003,07,04,56,8,2007,06,09,1990
50426,静岡県,湯ケ島（ユガシマ）,,2019,06,30,05,50,4.0,8,8.0,4,03,56,4,,,83,8,2003,07,04,48.5,8,2012,06,19,1976
50427,静岡県,天城山（アマギサン）,,2019,06,30,05,50,5.5,8,6.5,4,05,10,4,,,100,8,2003,07,04,69.0,8,2012,06,19,1976
50456,静岡県,浜松（ハママツ）,47654,2019,06,30,05,50,0.5,8,3.0,4,03,52,4,,,87.5,8,1982,11,30,58.0,8,2000,06,25,1933
50466,静岡県,掛川（カケガワ）,,2019,06,30,05,50,0.0,8,7.5,4,04,03,4,,,89,8,2004,11,11,65.5,8,2019,06,24,1976
50476,静岡県,菊川牧之原（キクガワマキノハラ）,,2019,06,30,05,50,0.0,8,10.0,4,04,11,4,,,110,8,2004,11,11,48.5,8,2017,06,21,1978
50477,静岡県,静岡空港（シズオカクウコウ）,,2019,06,30,05,50,0.5,8,9.5,4,04,09,4,,,56.0,8,2016,08,15,45.5,8,2017,06,21,2009
50491,静岡県,松崎（マツザキ）,,2019,06,30,05,50,0.0,8,2.5,4,02,51,4,,,87,8,1992,07,14,62.0,8,2008,06,29,1976
50506,静岡県,稲取（イナトリ）,,2019,06,30,05,50,0.5,8,3.0,4,02,44,4,,,88,8,2004,09,04,68.5,8,2008,06,29,1976
50536,静岡県,磐田（イワタ）,,2019,06,30,05,50,0.0,8,6.0,4,04,02,4,,,73,8,2005,09,05,59.0,8,2008,06,29,1978
50551,静岡県,御前崎（オマエザキ）,47655,2019,06,30,05,50,0.0,8,1.5,4,02,22,4,,,89.0,8,2004,10,09,72.0,8,1983,06,13,1932
50561,静岡県,石廊崎（イロウザキ）,47666,2019,06,30,05,50,0.0,8,0.5,4,03,18,4,,,109.5,8,1970,09,29,86.0,8,1989,06,16,1939
51011,愛知県,一宮（イチノミヤ）,,2019,06,30,05,50,2.0,8,9.5,4,00,32,4,,,120.0,8,2008,08,28,45,8,2001,06,19,1976
51031,愛知県,愛西（アイサイ）,,2019,06,30,05,50,1.0,8,6.0,4,00,15,4,,,75,8,1988,09,20,32.5,8,2012,06,22,1979
51056,愛知県,小原（オバラ）,,2019,06,30,05,50,2.0,8,7.0,4,03,19,4,,,96.0,8,2013,09,16,50,8,1999,06,30,1977
51071,愛知県,稲武（イナブ）,,2019,06,30,05,50,2.0,8,9.5,4,03,40,4,,,70,8,2000,09,12,44,8,2004,06,21,1976
51077,愛知県,茶臼山（チャウスヤマ）,,2019,06,30,05,50,4.0,8,10.5,4,03,46,4,,,73.5,8,2018,09,04,40.0,8,2008,06,29,2006
51096,愛知県,蟹江（カニエ）,,2019,06,30,05,50,0.5,8,4.5,4,00,06,4,,,78,8,2000,09,11,35.5,8,2016,06,23,1976
51106,愛知県,名古屋（ナゴヤ）,47636,2019,06,30,05,50,1.5,8,5.5,4,03,07,4,,,97.0,8,2000,09,11,53.0,8,1894,06,13,1890
51116,愛知県,豊田（トヨタ）,,2019,06,30,05,50,1.0,8,7.0,4,03,25,4,,,63.5,8,2017,08,11,53,8,1999,06,30,1976
51192,愛知県,阿蔵（アゾウ）,,2019,06,30,05,50,2.5,8,8.5,4,03,42,4,,,65.5,8,2012,06,19,65.5,8,2012,06,19,2006
51216,愛知県,大府（オオブ）,,2019,06,30,05,50,0.5,8,3.0,4,03,09,4,,,55.0,8,2013,08,06,30.5,8,2019,06,11,2012
51226,愛知県,岡崎（オカザキ）,,2019,06,30,05,50,2.5,8,2.5,4,05,50,4,,,146.5,8,2008,08,29,53,8,1983,06,24,1976
51241,愛知県,作手（ツクデ）,,2019,06,30,05,50,4.5,8,4.5,4,05,50,4,,,64.5,8,2013,09,16,55,8,2004,06,21,1976
51247,愛知県,新城（シンシロ）,,2019,06,30,05,50,2.5,8,2.5,4,05,50,4,,,57.0,8,2013,09,16,42.5,8,2012,06,19,2002
51261,愛知県,セントレア（セントレア）,,2019,06,30,05,50,0.5,8,0.5,4,05,50,4,,,40.5,8,2009,11,11,32.0,8,2012,06,19,2005
51271,愛知県,一色（イッシキ）,,2019,06,30,05,50,3.0,8,3.0,4,05,50,4,,,69.0,8,2012,09,11,37,8,1978,06,20,1976
51281,愛知県,蒲郡（ガマゴオリ）,,2019,06,30,05,50,3.0,8,3.0,4,05,50,4,,,71.5,8,2008,08,29,51,8,1989,06,28,1979
51311,愛知県,南知多（ミナミチタ）,,2019,06,30,05,50,2.0,8,2.0,4,05,50,4,,,90,8,1976,09,12,71,8,1999,06,30,1976
51331,愛知県,豊橋（トヨハシ）,,2019,06,30,05,50,1.5,8,1.5,4,05,50,4,,,76.0,8,2008,08,28,34.5,8,2012,06,19,2005
51346,愛知県,伊良湖（イラコ）,47653,2019,06,30,05,50,1.0,8,1.0,4,05,50,4,,,81.8,8,1962,07,02,53.0,8,1989,06,28,1948
51356,愛知県,田原（タハラ）,,2019,06,30,05,50,1.5,8,1.5,4,05,50,4,,,80,8,1997,10,06,49,8,1998,06,21,1976
52041,岐阜県,河合（カワイ）,,2019,06,30,05,50,6.0,8,8.5,4,03,23,4,,,51,8,1983,08,09,40,8,2005,06,19,1978
52051,岐阜県,神岡（カミオカ）,,2019,06,30,05,50,6.0,8,7.5,4,01,13,4,,,57,8,1998,09,22,40.5,8,2009,06,22,1978
52081,岐阜県,白川（シラカワ）,,2019,06,30,05,50,10.0,8,10.0,4,05,50,4,,,58.0,8,2013,08,23,36,8,2005,06,19,1978
52111,岐阜県,栃尾（トチオ）,,2019,06,30,05,50,6.5,8,7.0,4,01,16,4,,,71,8,2006,08,17,36.0,8,2009,06,22,1976
52131,岐阜県,御母衣（ミボロ）,,2019,06,30,05,50,13.0,8,13.0,4,05,50,4,,,52,8,1987,07,17,37,8,1991,06,29,1982
52137,岐阜県,清見（キヨミ）,,2019,06,30,05,50,9.5,8,9.5,4,05,50,4,,,51.5,8,2018,07,07,32.0,8,2014,06,24,1990
52146,岐阜県,高山（タカヤマ）,47617,2019,06,30,05,50,9.0,8,10.0,4,05,48,4,,,62.0,8,2018,07,04,43.0,8,2018,06,29,1914
